10	3	236	943
7	1	601	827
8	1	601	1418
9	1	601	827
2	1	601	827
9	2	601	601
10	2	601	827
4	3	601	944
5	4	601	601
9	4	601	716
11	4	601	944
6	5	601	601
8	5	601	601
9	5	601	601
10	5	601	601
12	5	601	601
6	1	601	601
6	5	601	601
8	6	601	601
10	6	601	601
7	2	601	601
7	3	601	1065
7	6	601	827
9	7	601	601
11	7	601	1065
8	1	601	1065
8	3	601	827
8	4	601	601
8	5	601	601
8	7	601	1910
10	8	601	1065
9	1	601	827
9	2	601	601
9	4	601	601
9	8	601	1065
10	9	601	827
11	9	601	601
12	9	601	601
11	1	601	2257
11	2	601	601
11	4	601	601
11	5	601	1065
11	10	601	1065
12	2	601	601
12	3	601	601
12	6	601	827
12	7	601	601
12	8	601	601
12	9	601	601
4	1	716	1067
11	1	716	944
4	2	716	944
6	2	716	716
11	2	716	1065
12	2	716	716
7	4	716	716
8	4	716	1065
5	2	716	1065
5	3	716	827
5	4	716	1664
7	5	716	827
6	3	716	1067
6	4	716	1294
9	6	716	716
8	6	716	1419
12	8	716	716
9	5	716	1065
9	7	716	716
12	11	716	716
12	4	716	716
12	11	716	716
10	1	827	827
3	2	827	1785
8	2	827	827
12	4	827	944
12	6	827	944
8	7	827	1295
10	7	827	1787
9	8	827	944
11	3	827	827
12	1	827	827
5	3	943	943
3	1	944	944
7	2	944	944
5	1	944	944
6	5	944	1179
8	5	944	944
9	5	944	1068
10	5	944	1295
7	6	944	1065
7	1	944	1065
9	7	944	1179
8	5	944	944
9	2	944	944
9	4	944	1065
11	9	944	1067
12	9	944	944
11	8	944	944
12	8	944	944
12	9	944	944
10	2	1002	1002
10	5	1002	1002
10	7	1002	1487
2	1	1065	1065
5	1	1065	1065
9	2	1065	1068
6	3	1065	1187
11	3	1065	1066
4	2	1065	1785
7	4	1065	1065
9	4	1065	1065
11	5	1065	1065
6	1	1065	1178
8	6	1065	1065
9	6	1065	1065
7	5	1065	1065
12	7	1065	1065
8	4	1065	1065
9	7	1065	1065
12	3	1065	1065
12	10	1065	2032
12	11	1065	1065
3	2	1066	1541
7	1	1067	1067
9	1	1067	1663
2	1	1068	1295
6	2	1068	1068
8	2	1068	1068
10	2	1068	1068
4	1	1068	1068
6	4	1068	1785
10	4	1068	1179
5	3	1068	1068
7	4	1068	1068
11	8	1068	1068
11	2	1068	1297
11	3	1068	1068
11	4	1068	1068
12	11	1068	1295
12	6	1068	1419
10	4	1118	1242
10	8	1118	1118
12	10	1118	1364
6	1	1178	1178
6	5	1178	1663
10	6	1178	1178
11	6	1178	1418
12	6	1178	3070
5	2	1179	1179
12	2	1179	1179
5	4	1179	1419
7	2	1179	2139
7	6	1179	1295
8	5	1179	2139
9	8	1179	1910
11	6	1179	1179
11	8	1179	1542
12	1	1179	1419
12	5	1179	1419
3	1	1187	1541
4	3	1187	1189
9	3	1187	1187
10	3	1189	1312
12	3	1189	1421
10	9	1242	1242
11	10	1242	1608
5	1	1294	1296
9	1	1294	1664
12	1	1294	1296
11	2	1295	1295
8	5	1295	1295
7	3	1295	1295
12	8	1295	1541
11	9	1295	1419
12	2	1295	1909
12	7	1295	1295
12	11	1295	1295
2	1	1296	1296
3	1	1296	1419
7	4	1297	1297
7	5	1297	1910
12	7	1297	1297
11	3	1297	1787
11	5	1297	2019
11	10	1297	1297
10	6	1364	1364
7	1	1418	1419
11	1	1418	1418
7	6	1418	2374
7	2	1419	1664
4	1	1419	1785
5	3	1419	1664
7	5	1419	1664
11	5	1419	1785
12	5	1419	2265
11	7	1419	1419
6	3	1421	1545
8	3	1421	1421
9	3	1421	1421
10	3	1487	1608
10	8	1487	1608
4	1	1540	1540
12	1	1540	1540
6	1	1540	1908
6	3	1540	2260
8	6	1540	1540
9	5	1540	1540
9	7	1540	1540
9	8	1540	1540
4	2	1541	1541
5	2	1541	1664
8	2	1541	1910
10	2	1541	1541
4	3	1541	1545
11	3	1541	1541
10	4	1541	1541
8	4	1541	2139
7	1	1542	1787
7	6	1542	2142
12	11	1542	1663
10	3	1545	1657
10	4	1608	1608
10	1	1610	1733
10	2	1610	1733
10	6	1610	1733
7	3	1654	1657
12	3	1654	1888
3	1	1657	1657
5	3	1657	1776
4	3	1659	1772
9	3	1659	2467
11	7	1663	1910
9	4	1663	1663
11	10	1663	2019
11	1	1664	2016
6	2	1664	1664
3	2	1775	1775
6	3	1775	1886
7	3	1775	1775
3	1	1776	1776
10	3	1776	1776
9	6	1784	1784
2	1	1785	1785
9	2	1785	1785
4	3	1785	1785
5	4	1785	1785
8	4	1785	1785
8	2	1785	2252
8	6	1785	1785
12	3	1785	1785
12	4	1785	2261
12	6	1785	2032
12	8	1785	2141
12	9	1785	1909
3	1	1787	1896
8	1	1787	2016
4	2	1787	1787
10	2	1787	2019
7	4	1787	1787
11	4	1787	1787
12	4	1787	1787
7	3	1787	2019
8	1	1787	1787
10	8	1787	2258
10	3	1842	2195
10	4	1842	2072
11	10	1842	1842
8	3	1886	1886
4	3	1888	2000
7	1	1896	2016
12	1	1896	2016
9	2	1905	2131
9	5	1905	2131
10	9	1905	1905
6	2	1908	2265
5	1	1909	2374
5	2	1909	2032
5	2	1910	2252
6	2	1910	1910
11	2	1910	2254
9	4	1910	2260
8	7	1910	2139
11	9	1910	1910
10	7	1962	1962
12	10	1962	2072
10	9	1963	2072
2	1	2019	3279
5	1	2019	2933
6	1	2019	2019
3	2	2019	2019
9	2	2019	2378
4	1	2019	2019
4	3	2019	2139
5	4	2019	2260
8	4	2019	2377
12	7	2019	2139
9	4	2020	2602
9	7	2020	2602
9	8	2020	2020
11	9	2020	2484
12	9	2020	2020
11	6	2031	2031
6	5	2032	2032
9	5	2032	2374
10	5	2032	2032
12	1	2032	2032
12	5	2032	2032
10	1	2075	2075
10	2	2075	2075
10	6	2075	2307
10	7	2079	2192
10	8	2079	2195
11	10	2079	2079
3	2	2124	2582
5	3	2124	2467
6	3	2124	2124
8	3	2124	2233
10	1	2130	2933
12	1	2130	2130
9	1	2131	2248
6	1	2132	2250
9	1	2132	2250
4	2	2139	2378
10	4	2139	2490
7	1	2139	2251
7	4	2139	2368
10	7	2139	2255
8	6	2139	2139
11	2	2139	2144
12	11	2139	2601
6	5	2140	2497
4	2	2141	2256
6	4	2141	2141
12	4	2141	2141
5	3	2141	2261
7	5	2141	2261
12	3	2141	2261
12	7	2141	2261
7	5	2142	2251
2	1	2143	2378
8	2	2143	2143
8	1	2143	2487
8	7	2143	2252
9	8	2143	2371
11	6	2144	2144
10	4	2192	2197
10	9	2195	2195
10	1	2197	2422
10	2	2197	2310
10	5	2197	2422
3	1	2233	2467
7	3	2233	2233
7	1	2247	2247
8	1	2247	2247
12	1	2247	2247
10	9	2248	2248
7	4	2250	2250
11	4	2250	2256
9	7	2251	2251
6	2	2252	2252
7	2	2252	2372
12	8	2252	2252
7	2	2253	2712
7	3	2253	2255
11	3	2253	2257
11	9	2253	2370
11	10	2253	2958
3	2	2254	2254
12	7	2255	2255
4	3	2256	2256
8	3	2257	2602
8	5	2257	2374
11	6	2257	2257
11	7	2257	2601
12	2	2259	2259
4	1	2260	2260
6	1	2260	2376
11	5	2261	2374
12	1	2264	2373
12	5	2264	2492
12	6	2264	2373
12	9	2264	2373
12	10	2264	2373
5	2	2265	2265
10	5	2265	2836
8	6	2265	2376
10	6	2265	2374
10	7	2307	2655
11	10	2307	2307
10	3	2310	2310
4	3	2357	2694
10	3	2357	2694
4	1	2360	2474
7	6	2368	2485
8	7	2368	2599
11	4	2370	2601
8	2	2372	2372
10	2	2372	2372
7	1	2372	2372
7	5	2372	2372
9	7	2372	2372
9	3	2373	2968
12	9	2373	2602
11	5	2373	2373
12	8	2373	2375
3	2	2374	2374
6	5	2374	2492
8	5	2374	2374
8	4	2374	2374
12	8	2374	2374
7	3	2375	2375
12	7	2375	2599
12	4	2375	2607
12	11	2375	2497
6	4	2376	2492
9	6	2376	2376
11	3	2376	2601
4	3	2377	2377
12	4	2377	2377
5	3	2377	2379
5	4	2377	2377
7	5	2377	2377
10	8	2377	2487
